Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,TXN_Prefix,TXN_Number
Txn_8469087,Salad,2,5,10,Digital Wallet,Takeaway,2023-11-06,TXN,8469087
Txn_5556985,Juice,3,3,9,Digital Wallet,In-Store,Date Not Recorded,TXN,5556985
Txn_8621589,Juice,5,3,15,Digital Wallet,Not Provided,2023-11-15,TXN,8621589
Txn_9901097,Coffee,1,2,2,Cash,Not Provided,2023-01-07,TXN,9901097
Txn_8783484,Smoothie,1,4,4,Cash,In-Store,2023-11-20,TXN,8783484
Txn_9599703,Cake,2,3,6,Digital Wallet,In-Store,2023-09-25,TXN,9599703
Txn_1353248,Sandwich,3,4,12,Cash,Not Provided,2023-09-03,TXN,1353248
Txn_2470745,Sandwich,3,4,8,Digital Wallet,Not Provided,2023-01-10,TXN,2470745
Txn_1266598,Cake,4,3,12,Digital Wallet,Not Provided,2023-04-05,TXN,1266598
Txn_5445994,Juice,1,3,3,Credit Card,In-Store,2023-06-11,TXN,5445994
Txn_5689687,Cake,5,3,15,Not Provided,In-Store,2023-06-04,TXN,5689687
Txn_2208733,Juice,1,3,3,Not Provided,Takeaway,2023-06-20,TXN,2208733
Txn_1547245,Sandwich,3,4,12,Not Provided,Takeaway,2023-09-11,TXN,1547245
Txn_4694285,Tea,3,1.5,4.5,Not Provided,In-Store,2023-01-25,TXN,4694285
Txn_3829375,Juice,5,3,15,Cash,Not Provided,2023-12-18,TXN,3829375
Txn_1932224,Coffee,1,2,2,Credit Card,Not Provided,2023-09-09,TXN,1932224
Txn_5468153,Smoothie,5,4,20,Digital Wallet,In-Store,2023-12-15,TXN,5468153
Txn_9363711,Coffee,5,2,10,Digital Wallet,Takeaway,2023-11-23,TXN,9363711
Txn_6845073,Cookie,1,1,1,Credit Card,In-Store,2023-04-05,TXN,6845073
Txn_1621227,Coffee,2,2,4,Cash,Not Provided,Date Not Recorded,TXN,1621227
Txn_1691313,Sandwich,2,4,8,Digital Wallet,Takeaway,2023-03-17,TXN,1691313
Txn_4007522,Cake,2,3,,Cash,Takeaway,2023-12-20,TXN,4007522
Txn_3175177,Juice,3,3,9,Credit Card,Not Provided,2023-10-24,TXN,3175177
Txn_9282265,Salad,2,5,10,Credit Card,Not Provided,2023-03-20,TXN,9282265
Txn_8265257,Coffee,1,2,2,Not Provided,In-Store,2023-10-25,TXN,8265257
Txn_5425668,Cookie,5,1,5,Cash,Takeaway,2023-04-09,TXN,5425668
Txn_7738455,Tea,3,1.5,4.5,Digital Wallet,Not Provided,2023-06-05,TXN,7738455
Txn_7349681,Salad,1,5,5,Cash,In-Store,2023-08-09,TXN,7349681
Txn_2660576,Sandwich,1,4,4,Not Provided,Not Provided,2023-05-15,TXN,2660576
Txn_2101934,Smoothie,4,4,16,Cash,In-Store,2023-11-27,TXN,2101934
Txn_1525583,Sandwich,3,4,,Cash,Takeaway,2023-05-20,TXN,1525583
Txn_6110108,Tea,3,1.5,7.5,Not Provided,Takeaway,2023-02-10,TXN,6110108
Txn_9205425,Sandwich,3,4,12,Digital Wallet,Takeaway,2023-09-16,TXN,9205425
Txn_9306482,Smoothie,2,4,8,Digital Wallet,Takeaway,2023-01-16,TXN,9306482
Txn_8407849,Cookie,2,1,2,Not Provided,Not Provided,2023-05-05,TXN,8407849
Txn_3162244,Sandwich,3,4,20,Digital Wallet,In-Store,2023-12-15,TXN,3162244
Txn_9121687,Sandwich,2,4,8,Not Provided,In-Store,2023-05-13,TXN,9121687
Txn_3182191,Cake,5,3,15,Digital Wallet,Not Provided,2023-07-21,TXN,3182191
Txn_4734366,Smoothie,1,4,4,Credit Card,Takeaway,2023-08-20,TXN,4734366
Txn_4430006,Juice,5,3,15,Not Provided,Not Provided,2023-01-14,TXN,4430006
Txn_7341975,Juice,2,3,6,Digital Wallet,Not Provided,2023-07-29,TXN,7341975
Txn_8787149,Juice,1,3,3,Not Provided,Not Provided,2023-04-20,TXN,8787149
Txn_4224284,Cookie,2,1,2,Not Provided,Takeaway,2023-09-04,TXN,4224284
Txn_2177436,Cake,3,3,3,Not Provided,Takeaway,2023-03-13,TXN,2177436
Txn_5097542,Cake,5,3,15,Cash,Not Provided,2023-05-15,TXN,5097542
Txn_4260738,Coffee,2,2,4,Not Provided,In-Store,2023-11-15,TXN,4260738
Txn_5402821,Salad,4,5,20,Not Provided,Not Provided,2023-11-29,TXN,5402821
Txn_4130343,Coffee,4,2,8,Credit Card,In-Store,2023-12-08,TXN,4130343
Txn_3028667,Juice,2,3,6,Not Provided,Takeaway,2023-11-24,TXN,3028667
Txn_8592808,Not Provided,1,4,4,Credit Card,Not Provided,2023-04-02,TXN,8592808
Txn_5875201,Not Provided,3,4,4,Not Provided,In-Store,2023-01-31,TXN,5875201
Txn_6849062,Coffee,5,2,10,Cash,Not Provided,2023-07-30,TXN,6849062
Txn_4336844,Smoothie,4,4,16,Not Provided,Not Provided,2023-07-09,TXN,4336844
Txn_6090715,Juice,3,3,9,Credit Card,In-Store,2023-11-14,TXN,6090715
Txn_9162014,Cake,1,3,3,Cash,Not Provided,2023-07-21,TXN,9162014
Txn_4751689,Smoothie,5,4,,Cash,In-Store,2023-07-28,TXN,4751689
Txn_2200163,Coffee,4,2,8,Cash,Not Provided,2023-03-13,TXN,2200163
Txn_7310903,Smoothie,3,4,12,Credit Card,Not Provided,2023-09-10,TXN,7310903
Txn_7155957,Salad,5,5,25,Digital Wallet,In-Store,2023-02-22,TXN,7155957
Txn_4350828,Juice,2,3,6,Digital Wallet,In-Store,2023-02-16,TXN,4350828
Txn_7539585,Smoothie,5,4,20,Not Provided,Not Provided,2023-10-20,TXN,7539585
Txn_6868763,Not Provided,3,3,9,Digital Wallet,In-Store,2023-01-13,TXN,6868763
Txn_6156180,Coffee,3,2,10,Cash,Not Provided,2023-07-25,TXN,6156180
Txn_4970127,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-12-09,TXN,4970127
Txn_9567719,Sandwich,5,4,20,Digital Wallet,In-Store,2023-01-24,TXN,9567719
Txn_2950265,Salad,3,5,15,Credit Card,Not Provided,2023-08-23,TXN,2950265
Txn_1556609,Sandwich,1,4,4,Digital Wallet,Not Provided,2023-07-21,TXN,1556609
Txn_2203547,Juice,3,3,9,Not Provided,In-Store,2023-07-01,TXN,2203547
Txn_1084010,Smoothie,2,4,8,Credit Card,In-Store,2023-08-11,TXN,1084010
Txn_4218637,Tea,5,1.5,7.5,Cash,Not Provided,2023-08-31,TXN,4218637
Txn_2245465,Salad,2,5,10,Digital Wallet,Not Provided,2023-12-27,TXN,2245465
Txn_4742049,Juice,1,3,3,Credit Card,Takeaway,2023-09-10,TXN,4742049
Txn_9889005,Cake,3,3,9,Not Provided,Not Provided,2023-12-16,TXN,9889005
Txn_4840522,Smoothie,3,4,12,Not Provided,In-Store,2023-06-16,TXN,4840522
Txn_2585392,Salad,4,5,20,Not Provided,Not Provided,2023-07-12,TXN,2585392
Txn_3135264,Not Provided,2,3,6,Digital Wallet,Not Provided,2023-08-25,TXN,3135264
Txn_2180562,Salad,2,5,10,Not Provided,Takeaway,2023-07-02,TXN,2180562
Txn_5905580,Not Provided,3,1,3,Cash,Takeaway,2023-02-20,TXN,5905580
Txn_5993677,Cake,4,3,12,Not Provided,Takeaway,2023-01-28,TXN,5993677
Txn_8984991,Smoothie,3,4,12,Credit Card,Not Provided,2023-05-17,TXN,8984991
Txn_3522597,Not Provided,3,1.5,4.5,Digital Wallet,In-Store,2023-02-04,TXN,3522597
Txn_6123633,Salad,3,5,15,Not Provided,Not Provided,2023-01-16,TXN,6123633
Txn_6769554,Coffee,5,2,10,Credit Card,Takeaway,2023-02-06,TXN,6769554
Txn_5761414,Smoothie,1,4,4,Digital Wallet,Not Provided,2023-10-02,TXN,5761414
Txn_5157516,Salad,3,5,15,Not Provided,In-Store,2023-10-09,TXN,5157516
Txn_2614633,Coffee,4,2,8,Digital Wallet,In-Store,2023-04-23,TXN,2614633
Txn_3781240,Cake,5,3,15,Not Provided,Takeaway,2023-05-27,TXN,3781240
Txn_7068823,Not Provided,4,4,16,Not Provided,Takeaway,2023-06-28,TXN,7068823
Txn_2085081,Cake,2,3,6,Cash,Not Provided,2023-03-14,TXN,2085081
Txn_3399636,Juice,3,3,9,Digital Wallet,Takeaway,2023-08-07,TXN,3399636
Txn_8587529,Cookie,2,1,2,Credit Card,Takeaway,2023-07-09,TXN,8587529
Txn_1476775,Salad,3,5,15,Credit Card,Not Provided,2023-11-01,TXN,1476775
Txn_6945985,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-02-13,TXN,6945985
Txn_4117627,Cake,3,3,9,Credit Card,In-Store,2023-06-22,TXN,4117627
Txn_7530300,Coffee,3,2,6,Digital Wallet,Not Provided,2023-05-08,TXN,7530300
Txn_7071783,Cookie,4,1,4,Cash,Not Provided,2023-07-04,TXN,7071783
Txn_3676305,Salad,5,5,25,Credit Card,Not Provided,2023-06-14,TXN,3676305
Txn_8867827,Tea,1,1.5,1.5,Digital Wallet,Not Provided,2023-01-14,TXN,8867827
Txn_9061106,Cake,4,3,12,Digital Wallet,Takeaway,2023-11-04,TXN,9061106
Txn_1245485,Cake,1,3,3,Digital Wallet,Not Provided,2023-05-15,TXN,1245485
Txn_1357780,Tea,4,1.5,6,Not Provided,In-Store,2023-10-23,TXN,1357780
Txn_4075053,Not Provided,3,4,12,Digital Wallet,Takeaway,2023-02-27,TXN,4075053
Txn_6113724,Coffee,1,2,2,Digital Wallet,Takeaway,2023-03-26,TXN,6113724
Txn_6496176,Cookie,4,1,4,Not Provided,In-Store,2023-07-26,TXN,6496176
Txn_2381411,Coffee,5,2,10,Cash,In-Store,2023-07-30,TXN,2381411
Txn_9210096,Smoothie,3,4,12,Not Provided,Not Provided,2023-05-25,TXN,9210096
Txn_4563544,Sandwich,5,4,20,Not Provided,Not Provided,2023-06-10,TXN,4563544
Txn_2546684,Juice,3,3,,Digital Wallet,Takeaway,2023-04-08,TXN,2546684
Txn_4623468,Coffee,5,2,10,Credit Card,Takeaway,Date Not Recorded,TXN,4623468
Txn_2168277,Cookie,1,1,1,Not Provided,Takeaway,2023-06-02,TXN,2168277
Txn_9178545,Juice,4,3,12,Cash,In-Store,2023-01-24,TXN,9178545
Txn_8535886,Tea,5,1.5,7.5,Credit Card,In-Store,2023-05-13,TXN,8535886
Txn_1037486,Salad,5,5,25,Digital Wallet,In-Store,Date Not Recorded,TXN,1037486
Txn_7978452,Cake,5,3,15,Digital Wallet,Not Provided,2023-10-03,TXN,7978452
Txn_8488163,Sandwich,4,4,,Not Provided,Not Provided,2023-01-19,TXN,8488163
Txn_6926855,Sandwich,3,4,12,Cash,Takeaway,2023-01-12,TXN,6926855
Txn_9869593,Cake,2,3,6,Digital Wallet,Takeaway,2023-10-03,TXN,9869593
Txn_3055407,Tea,2,1.5,3,Not Provided,Not Provided,2023-06-03,TXN,3055407
Txn_4981027,Coffee,3,2,6,Not Provided,Not Provided,2023-08-02,TXN,4981027
Txn_5332773,Coffee,2,2,4,Digital Wallet,Takeaway,2023-05-04,TXN,5332773
Txn_5946554,Cake,2,3,,Not Provided,Not Provided,2023-03-01,TXN,5946554
Txn_7508715,Smoothie,2,4,8,Cash,In-Store,2023-12-11,TXN,7508715
Txn_9728789,Cookie,3,1,3,Cash,In-Store,2023-03-29,TXN,9728789
Txn_8061866,Salad,4,5,20,Cash,Takeaway,2023-12-13,TXN,8061866
Txn_8961034,Juice,2,3,6,Not Provided,Not Provided,2023-01-21,TXN,8961034
Txn_1099119,Smoothie,4,4,16,Cash,Not Provided,2023-02-09,TXN,1099119
Txn_2421387,Cookie,4,1,4,Not Provided,Not Provided,2023-04-09,TXN,2421387
Txn_8627017,Tea,4,1.5,6,Cash,In-Store,2023-01-28,TXN,8627017
Txn_7468084,Coffee,5,2,10,Credit Card,Not Provided,2023-06-14,TXN,7468084
Txn_1185069,Salad,1,5,5,Digital Wallet,Not Provided,2023-02-21,TXN,1185069
Txn_5100941,Cookie,5,1,,Digital Wallet,Not Provided,2023-07-11,TXN,5100941
Txn_6428745,Cake,1,3,3,Not Provided,Takeaway,2023-06-02,TXN,6428745
Txn_4096757,Salad,5,5,25,Credit Card,In-Store,2023-07-20,TXN,4096757
Txn_6057914,Smoothie,2,4,8,Digital Wallet,Not Provided,2023-03-18,TXN,6057914
Txn_2517078,Sandwich,2,4,8,Not Provided,In-Store,2023-03-07,TXN,2517078
Txn_2890321,Tea,3,1.5,4.5,Cash,In-Store,2023-06-13,TXN,2890321
Txn_4808812,Smoothie,4,4,16,Not Provided,Not Provided,2023-05-31,TXN,4808812
Txn_1866707,Smoothie,3,4,12,Cash,Not Provided,2023-06-05,TXN,1866707
Txn_9745609,Salad,3,5,15,Not Provided,Not Provided,2023-02-05,TXN,9745609
Txn_8488298,Cake,3,3,9,Cash,Not Provided,2023-11-03,TXN,8488298
Txn_2515796,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-02-06,TXN,2515796
Txn_2369294,Sandwich,2,4,8,Cash,Takeaway,2023-09-07,TXN,2369294
Txn_9444736,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-23,TXN,9444736
Txn_4764398,Sandwich,2,4,8,Credit Card,Not Provided,2023-06-13,TXN,4764398
Txn_8696392,Juice,3,3,3,Not Provided,Not Provided,2023-04-16,TXN,8696392
Txn_1993675,Cookie,3,1,3,Cash,Takeaway,2023-01-09,TXN,1993675
Txn_7754136,Cookie,1,1,1,Credit Card,In-Store,2023-07-12,TXN,7754136
Txn_4873173,Coffee,5,2,10,Cash,Takeaway,2023-10-08,TXN,4873173
Txn_7221126,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-10-11,TXN,7221126
Txn_4537288,Cookie,1,1,1,Cash,Not Provided,2023-02-25,TXN,4537288
Txn_5492760,Cake,2,3,6,Not Provided,Takeaway,Date Not Recorded,TXN,5492760
Txn_5079166,Salad,5,5,25,Credit Card,Takeaway,2023-04-15,TXN,5079166
Txn_4597600,Cookie,5,1,5,Not Provided,Takeaway,2023-11-15,TXN,4597600
Txn_6568440,Cookie,1,1,1,Not Provided,Takeaway,2023-06-15,TXN,6568440
Txn_1713639,Cookie,1,1,1,Not Provided,Not Provided,2023-08-04,TXN,1713639
Txn_4780352,Salad,3,5,5,Digital Wallet,Takeaway,2023-01-12,TXN,4780352
Txn_6419344,Juice,1,3,3,Cash,In-Store,2023-05-26,TXN,6419344
Txn_3669068,Cake,5,3,15,Cash,Takeaway,2023-01-17,TXN,3669068
Txn_2201248,Tea,1,1.5,1.5,Cash,Takeaway,2023-07-20,TXN,2201248
Txn_4432252,Smoothie,5,4,20,Credit Card,Not Provided,2023-02-16,TXN,4432252
Txn_6595038,Cookie,2,1,2,Not Provided,Not Provided,2023-02-08,TXN,6595038
Txn_2940895,Cake,4,3,12,Not Provided,Not Provided,2023-02-20,TXN,2940895
Txn_9796122,Salad,3,5,15,Not Provided,Not Provided,Date Not Recorded,TXN,9796122
Txn_4069354,Salad,1,5,5,Not Provided,Not Provided,2023-08-18,TXN,4069354
Txn_9737509,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-11-27,TXN,9737509
Txn_8749404,Coffee,4,2,8,Digital Wallet,In-Store,2023-12-16,TXN,8749404
Txn_2069068,Cake,5,3,15,Not Provided,In-Store,2023-06-15,TXN,2069068
Txn_7010812,Not Provided,2,5,10,Digital Wallet,In-Store,2023-11-13,TXN,7010812
Txn_6411385,Salad,4,5,20,Cash,Takeaway,2023-06-06,TXN,6411385
Txn_4375698,Sandwich,3,4,20,Credit Card,In-Store,2023-12-30,TXN,4375698
Txn_4768744,Tea,5,1.5,7.5,Cash,In-Store,2023-05-14,TXN,4768744
Txn_5260646,Tea,4,1.5,6,Cash,Takeaway,2023-11-18,TXN,5260646
Txn_2393219,Juice,4,3,12,Digital Wallet,In-Store,2023-12-27,TXN,2393219
Txn_4544172,Juice,1,3,3,Digital Wallet,Takeaway,2023-05-20,TXN,4544172
Txn_1180623,Sandwich,5,4,20,Not Provided,In-Store,2023-09-23,TXN,1180623
Txn_8275137,Salad,4,5,20,Cash,Not Provided,2023-11-16,TXN,8275137
Txn_3758861,Smoothie,3,4,12,Credit Card,Not Provided,2023-07-03,TXN,3758861
Txn_6279736,Salad,1,5,5,Not Provided,Not Provided,2023-08-25,TXN,6279736
Txn_8661276,Cookie,1,1,1,Digital Wallet,In-Store,2023-01-07,TXN,8661276
Txn_5974796,Sandwich,4,4,16,Cash,In-Store,2023-11-09,TXN,5974796
Txn_9880967,Cookie,3,1,3,Credit Card,In-Store,2023-01-15,TXN,9880967
Txn_5452978,Salad,2,5,10,Cash,In-Store,2023-04-10,TXN,5452978
Txn_7231153,Not Provided,1,5,5,Cash,In-Store,2023-06-15,TXN,7231153
Txn_6455517,Cake,2,3,6,Cash,Not Provided,2023-08-04,TXN,6455517
Txn_4038488,Not Provided,3,3,9,Credit Card,Not Provided,2023-12-05,TXN,4038488
Txn_3933290,Coffee,1,2,2,Not Provided,Not Provided,2023-08-05,TXN,3933290
Txn_9655661,Juice,1,3,3,Digital Wallet,Not Provided,2023-06-07,TXN,9655661
Txn_7932830,Not Provided,2,3,6,Not Provided,Takeaway,2023-01-08,TXN,7932830
Txn_1931190,Cookie,3,1,3,Not Provided,Takeaway,2023-12-31,TXN,1931190
Txn_8633758,Not Provided,1,5,5,Credit Card,Takeaway,2023-09-24,TXN,8633758
Txn_4887189,Smoothie,3,4,12,Cash,Takeaway,2023-07-19,TXN,4887189
Txn_7687146,Coffee,1,2,2,Digital Wallet,Takeaway,2023-12-02,TXN,7687146
Txn_9728414,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-11,TXN,9728414
Txn_3081950,Cookie,1,1,1,Digital Wallet,Not Provided,2023-05-01,TXN,3081950
Txn_7589318,Cake,4,3,12,Cash,In-Store,2023-09-21,TXN,7589318
Txn_9452972,Sandwich,3,4,12,Digital Wallet,Not Provided,2023-02-10,TXN,9452972
Txn_9299563,Juice,5,3,15,Credit Card,Not Provided,2023-03-27,TXN,9299563
Txn_2273499,Not Provided,3,2,,Cash,Takeaway,2023-01-27,TXN,2273499
Txn_3374343,Cake,2,3,6,Not Provided,Not Provided,2023-09-02,TXN,3374343
Txn_8732269,Cake,2,3,6,Credit Card,Takeaway,2023-01-11,TXN,8732269
Txn_6763296,Coffee,5,2,10,Cash,Not Provided,2023-10-04,TXN,6763296
Txn_3758250,Salad,3,5,15,Cash,In-Store,2023-09-08,TXN,3758250
Txn_7764304,Cake,3,3,3,Credit Card,Takeaway,2023-01-09,TXN,7764304
Txn_8697749,Cookie,3,1,3,Not Provided,Takeaway,2023-07-24,TXN,8697749
Txn_6904247,Not Provided,3,4,12,Credit Card,Not Provided,2023-09-19,TXN,6904247
Txn_6027798,Cookie,2,1,2,Digital Wallet,Not Provided,2023-05-26,TXN,6027798
Txn_4482692,Salad,2,5,10,Not Provided,Not Provided,2023-04-14,TXN,4482692
Txn_8196921,Coffee,4,2,8,Credit Card,Takeaway,2023-05-19,TXN,8196921
Txn_9289408,Coffee,4,2,8,Digital Wallet,Not Provided,2023-09-23,TXN,9289408
Txn_3771902,Juice,5,3,15,Cash,Takeaway,2023-03-31,TXN,3771902
Txn_8506937,Salad,1,5,5,Not Provided,In-Store,2023-09-07,TXN,8506937
Txn_6706566,Not Provided,3,1,3,Cash,Not Provided,2023-09-01,TXN,6706566
Txn_6217375,Smoothie,5,4,20,Cash,Not Provided,2023-12-07,TXN,6217375
Txn_3779320,Tea,4,1.5,6,Credit Card,In-Store,2023-03-27,TXN,3779320
Txn_2894525,Juice,3,3,9,Not Provided,Takeaway,2023-04-16,TXN,2894525
Txn_9789876,Salad,4,5,20,Cash,Takeaway,2023-09-05,TXN,9789876
Txn_9129403,Sandwich,3,4,12,Credit Card,Not Provided,2023-12-05,TXN,9129403
Txn_2944325,Sandwich,4,4,16,Cash,Not Provided,2023-12-18,TXN,2944325
Txn_5591155,Smoothie,4,4,16,Not Provided,Takeaway,2023-05-14,TXN,5591155
Txn_6532832,Cookie,5,1,,Cash,In-Store,2023-06-23,TXN,6532832
Txn_5992166,Juice,5,3,15,Cash,Takeaway,2023-10-01,TXN,5992166
Txn_6895165,Coffee,3,2,6,Credit Card,Takeaway,2023-02-18,TXN,6895165
Txn_3410147,Juice,3,3,3,Not Provided,Not Provided,2023-09-30,TXN,3410147
Txn_6269306,Smoothie,5,4,20,Credit Card,Not Provided,2023-08-29,TXN,6269306
Txn_2132747,Sandwich,2,4,8,Not Provided,In-Store,2023-12-19,TXN,2132747
Txn_6241505,Smoothie,4,4,16,Cash,Takeaway,2023-11-20,TXN,6241505
Txn_7965585,Smoothie,5,4,20,Not Provided,Takeaway,2023-01-30,TXN,7965585
Txn_1950063,Salad,2,5,10,Cash,Not Provided,2023-02-24,TXN,1950063
Txn_4682737,Coffee,2,2,4,Cash,Takeaway,2023-02-03,TXN,4682737
Txn_4376376,Not Provided,3,5,15,Digital Wallet,Not Provided,2023-09-05,TXN,4376376
Txn_9061471,Cake,1,3,3,Digital Wallet,Takeaway,2023-07-13,TXN,9061471
Txn_8932070,Not Provided,3,4,12,Digital Wallet,In-Store,2023-12-03,TXN,8932070
Txn_8410979,Smoothie,3,4,12,Digital Wallet,In-Store,2023-05-02,TXN,8410979
Txn_3710523,Sandwich,3,4,12,Digital Wallet,Not Provided,2023-10-03,TXN,3710523
Txn_8014289,Juice,5,3,15,Digital Wallet,In-Store,2023-12-04,TXN,8014289
Txn_1888294,Juice,3,3,9,Cash,Not Provided,2023-07-03,TXN,1888294
Txn_8628615,Not Provided,1,2,2,Credit Card,Takeaway,2023-08-03,TXN,8628615
Txn_2648236,Smoothie,2,4,8,Credit Card,In-Store,2023-09-10,TXN,2648236
Txn_1837817,Tea,2,1.5,3,Cash,Not Provided,2023-08-13,TXN,1837817
Txn_8467229,Not Provided,3,1.5,4.5,Not Provided,Takeaway,2023-02-02,TXN,8467229
Txn_4197575,Salad,2,5,10,Credit Card,Not Provided,2023-01-21,TXN,4197575
Txn_5863650,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-08-09,TXN,5863650
Txn_7371295,Not Provided,3,3,9,Not Provided,Not Provided,2023-03-28,TXN,7371295
Txn_1292476,Juice,4,3,12,Digital Wallet,Takeaway,2023-09-07,TXN,1292476
Txn_4872708,Coffee,5,2,10,Cash,Not Provided,2023-11-16,TXN,4872708
Txn_1299936,Coffee,1,2,2,Not Provided,Takeaway,2023-03-27,TXN,1299936
Txn_2199236,Smoothie,5,4,20,Not Provided,Takeaway,2023-10-06,TXN,2199236
Txn_1311237,Cookie,4,1,4,Credit Card,Not Provided,2023-11-11,TXN,1311237
Txn_9265423,Juice,1,3,3,Not Provided,Not Provided,2023-10-20,TXN,9265423
Txn_5808749,Salad,1,5,5,Cash,Takeaway,2023-01-25,TXN,5808749
Txn_7677646,Sandwich,5,4,20,Not Provided,Not Provided,2023-02-15,TXN,7677646
Txn_3894165,Smoothie,5,4,20,Credit Card,Not Provided,2023-03-31,TXN,3894165
Txn_5270067,Cake,3,3,9,Digital Wallet,Not Provided,2023-03-09,TXN,5270067
Txn_9326761,Tea,1,1.5,1.5,Not Provided,Not Provided,2023-01-02,TXN,9326761
Txn_2168513,Cake,1,3,3,Digital Wallet,In-Store,2023-02-09,TXN,2168513
Txn_3947116,Sandwich,1,4,4,Not Provided,Takeaway,2023-01-13,TXN,3947116
Txn_7248722,Cake,3,3,9,Cash,Takeaway,2023-04-06,TXN,7248722
Txn_9989458,Smoothie,3,4,12,Cash,Not Provided,2023-02-16,TXN,9989458
Txn_1850339,Cookie,5,1,5,Cash,Takeaway,2023-01-17,TXN,1850339
Txn_9934619,Cookie,1,1,1,Not Provided,In-Store,2023-02-11,TXN,9934619
Txn_4551353,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-08-17,TXN,4551353
Txn_6657245,Sandwich,1,4,4,Not Provided,In-Store,2023-10-25,TXN,6657245
Txn_1786141,Smoothie,4,4,16,Not Provided,Not Provided,2023-03-12,TXN,1786141
Txn_6405088,Juice,1,3,3,Not Provided,In-Store,2023-07-24,TXN,6405088
Txn_1185003,Not Provided,5,3,15,Cash,Takeaway,2023-01-06,TXN,1185003
Txn_4550558,Cookie,3,1,3,Credit Card,In-Store,2023-08-04,TXN,4550558
Txn_9555291,Not Provided,3,4,12,Credit Card,Not Provided,2023-09-21,TXN,9555291
Txn_8571432,Juice,2,3,6,Cash,Not Provided,2023-12-07,TXN,8571432
Txn_6744096,Coffee,1,2,2,Digital Wallet,In-Store,2023-11-15,TXN,6744096
Txn_8512204,Not Provided,4,4,16,Cash,Takeaway,2023-06-01,TXN,8512204
Txn_3485502,Juice,2,3,6,Not Provided,Not Provided,2023-12-25,TXN,3485502
Txn_5188843,Smoothie,2,4,8,Cash,In-Store,2023-02-06,TXN,5188843
Txn_4821343,Cookie,1,1,1,Credit Card,In-Store,2023-09-16,TXN,4821343
Txn_4988100,Coffee,1,2,2,Digital Wallet,In-Store,Date Not Recorded,TXN,4988100
Txn_7791428,Smoothie,5,4,20,Digital Wallet,Takeaway,2023-10-10,TXN,7791428
Txn_8725610,Sandwich,2,4,8,Not Provided,Takeaway,2023-02-11,TXN,8725610
Txn_8404563,Tea,1,1.5,1.5,Cash,In-Store,2023-01-22,TXN,8404563
Txn_8942133,Salad,3,5,15,Cash,Takeaway,2023-10-04,TXN,8942133
Txn_1122699,Not Provided,5,5,25,Digital Wallet,In-Store,2023-10-14,TXN,1122699
Txn_9230208,Juice,3,3,9,Credit Card,Not Provided,2023-05-13,TXN,9230208
Txn_4932916,Not Provided,1,2,2,Not Provided,Takeaway,2023-12-13,TXN,4932916
Txn_8980468,Smoothie,5,4,20,Cash,Not Provided,2023-08-24,TXN,8980468
Txn_4175635,Salad,3,5,15,Not Provided,Takeaway,2023-05-26,TXN,4175635
Txn_2851446,Salad,2,5,10,Credit Card,Takeaway,2023-10-08,TXN,2851446
Txn_8359693,Sandwich,2,4,8,Digital Wallet,In-Store,2023-10-23,TXN,8359693
Txn_9432268,Salad,3,5,20,Not Provided,Takeaway,2023-01-25,TXN,9432268
Txn_2244902,Coffee,5,2,10,Credit Card,Not Provided,2023-02-13,TXN,2244902
Txn_5561958,Smoothie,4,4,16,Digital Wallet,Not Provided,2023-07-24,TXN,5561958
Txn_6963106,Sandwich,1,4,4,Cash,In-Store,2023-06-01,TXN,6963106
Txn_6008133,Coffee,3,2,6,Digital Wallet,Not Provided,2023-11-08,TXN,6008133
Txn_9119194,Cake,3,3,9,Cash,Takeaway,2023-01-29,TXN,9119194
Txn_2551074,Cookie,1,1,1,Cash,Not Provided,2023-09-17,TXN,2551074
Txn_1899827,Coffee,5,2,10,Credit Card,Takeaway,2023-06-24,TXN,1899827
Txn_3046572,Salad,4,5,20,Cash,Not Provided,2023-05-16,TXN,3046572
Txn_6397921,Not Provided,1,4,4,Not Provided,In-Store,2023-12-01,TXN,6397921
Txn_8701063,Sandwich,2,4,8,Not Provided,Not Provided,2023-08-23,TXN,8701063
Txn_9157625,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-02-10,TXN,9157625
Txn_7865037,Coffee,1,2,2,Digital Wallet,Not Provided,2023-06-05,TXN,7865037
Txn_8410376,Coffee,4,2,8,Digital Wallet,Not Provided,2023-07-02,TXN,8410376
Txn_4192665,Coffee,1,2,2,Cash,Not Provided,2023-07-15,TXN,4192665
Txn_5433077,Cake,4,3,12,Cash,In-Store,2023-11-29,TXN,5433077
Txn_1844925,Tea,5,1.5,7.5,Cash,Not Provided,2023-10-21,TXN,1844925
Txn_7215311,Tea,1,1.5,1.5,Not Provided,Not Provided,2023-07-31,TXN,7215311
